Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
bobby socks,,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexFolded3,10019
color-blocked socks,,Purple,No,840,210,Purple,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock0,5180
color-blocked socks,,Green,No,840,210,Green,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock1,9895
color-blocked socks,,Brown,No,840,210,Brown,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock2,9896
color-blocked socks,,Blue,No,840,210,Blue,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock3,9897
color-blocked socks,,Beige,No,840,210,Beige,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock4,9898
color-blocked socks,,White,No,840,210,White,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock5,9899
color-blocked socks,,Lime,No,840,210,Green,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock6,9900
color-blocked socks,,Pink,No,840,210,Pink,Colorful,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexMultiblock7,9901
compression tights,,Yellow,No,600,150,Black,Yellow,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCompression1,9790
compression tights,,Pink,No,600,150,Black,Pink,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCompression2,9791
compression tights,,Mint,No,600,150,Black,Green,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCompression3,9792
compression tights,,Red,No,600,150,Black,Red,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCompression4,9793
compression tights,,Blue,No,600,150,Black,Blue,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCompression0,5170
country socks,,Red ribbons,No,720,180,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexCountry0,6044
country socks,,Green ribbons,No,720,180,White,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexCountry1,8942
country socks,,Blue ribbons,No,720,180,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexCountry2,8943
country socks,,Black ribbons,No,720,180,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexCountry3,8944
crocheted socks,,Beige,No,600,150,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexCrocheting0,5202
crocheted socks,,Purple,No,600,150,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexCrocheting2,8940
crocheted socks,,Blue,No,600,150,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexCrocheting3,8941
crocheted socks,,Gray,No,600,150,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexCrocheting1,8939
denim leggings,,Blue,No,540,135,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDenimleggings0,4745
denim leggings,,Indigo blue,No,540,135,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDenimleggings1,9782
denim leggings,,Saxon blue,No,540,135,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDenimleggings2,9783
denim leggings,,Light blue,No,540,135,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDenimleggings3,9784
dotted knee-high socks,,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexDotknee0,12174
dotted knee-high socks,,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexDotknee1,12179
dotted knee-high socks,,Cyan,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexDotknee2,12180
dotted knee-high socks,,Gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexDotknee3,12181
embroidered-flower tights,,Black,No,1000,250,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery1,9907
embroidered-flower tights,,Green,No,1000,250,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery2,9908
embroidered-flower tights,,Beige,No,1000,250,Beige,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery3,9909
embroidered-flower tights,,Brown,No,1000,250,Brown,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery0,5204
embroidered-flower tights,,Blue,No,1000,250,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery4,9910
embroidered-flower tights,,Purple,No,1000,250,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexEmbroidery5,9911
everyday socks,,Black,No,600,150,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks1,10034
everyday socks,,Navy blue,No,600,150,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks2,10035
everyday socks,,Gray,No,600,150,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks3,10036
everyday socks,,Beige,No,600,150,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks4,10037
everyday socks,,White,No,600,150,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks5,10038
everyday socks,,Brown,No,600,150,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailysocks0,9645
everyday tights,,Light gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights1,9682
everyday tights,,Gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights2,9683
everyday tights,,White,No,720,180,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights3,9684
everyday tights,,Navy blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights4,9685
everyday tights,,Beige,No,720,180,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights5,9686
everyday tights,,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexDailytights0,9581
fishnet tights,,White,No,480,120,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexAmitights1,9659
fishnet tights,,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexAmitights2,9660
fishnet tights,,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexAmitights0,3096
flowery-dot tights,,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexFlowerdot0,5804
flowery-dot tights,,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexFlowerdot1,9917
flowery-dot tights,,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexFlowerdot2,9918
flowery-dot tights,,Yellow,No,720,180,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexFlowerdot3,9919
flowery-dot tights,,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexFlowerdot4,9920
frilly knee-high socks,,Black,No,840,210,Black,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee0,5172
frilly knee-high socks,,Red,No,840,210,Red,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee2,11590
frilly knee-high socks,,Brown,No,840,210,Orange,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee3,11591
frilly knee-high socks,,Mint,No,840,210,Light blue,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee4,11592
frilly knee-high socks,,Pink,No,840,210,Pink,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee5,11593
frilly knee-high socks,,Purple,No,840,210,Purple,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee6,11594
frilly knee-high socks,,Yellow,No,840,210,Yellow,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee7,11595
frilly knee-high socks,,Green,No,840,210,Green,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexFrilledknee1,11589
frilly socks,,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled0,5174
frilly socks,,Yellow,No,720,180,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled1,8934
frilly socks,,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled2,8935
frilly socks,,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled3,8936
frilly socks,,Purple,No,720,180,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled4,8937
frilly socks,,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexFrilled5,8938
funny-face socks,,Pink,No,600,150,Pink,Light blue,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCharacter0,5406
funny-face socks,,Blue,No,600,150,Blue,Green,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCharacter1,9992
funny-face socks,,Red,No,600,150,Red,Yellow,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCharacter2,9993
funny-face socks,,Green,No,600,150,Green,Blue,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCharacter3,9994
funny-face socks,,Black,No,600,150,Black,Gray,1x1,Kicks,,1.0.0,Active,For sale,SocksTexCharacter4,9995
garter socks,,Black,No,980,245,Black,Black,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexGarter0,4747
garter socks,,White,No,980,245,White,White,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexGarter1,9661
garter socks,,Purple,No,980,245,Purple,Purple,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexGarter2,9662
garter socks,,Red,No,980,245,Red,Red,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexGarter3,9663
geometric-print socks,,Yellow,No,950,237,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo0,5444
geometric-print socks,,Peacock blue,No,950,237,Light blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo1,9912
geometric-print socks,,Purple,No,950,237,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo2,9913
geometric-print socks,,Beige,No,950,237,Beige,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo3,9914
geometric-print socks,,Pink,No,950,237,Pink,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo4,9915
geometric-print socks,,Green,No,950,237,Green,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,SocksTexChimayo5,9916
hand-knit socks,,Green,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexHandknit0,5196
hand-knit socks,,Purple,No,700,175,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexHandknit1,9076
hand-knit socks,,Orange,No,700,175,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexHandknit2,9077
holey socks,,Navy blue,No,NFS,10,Blue,Blue,1x1,Recycle bin,,1.0.0,Simple,Not for sale,SocksTexHole1,9070
holey socks,,White,No,NFS,10,Beige,Beige,1x1,Recycle bin,,1.0.0,Simple,Not for sale,SocksTexHole2,9071
holey socks,,Blue,No,NFS,10,Blue,Blue,1x1,Recycle bin,,1.0.0,Simple,Not for sale,SocksTexHole0,5178
holey tights,,Yellow,No,350,87,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights7,9670
holey tights,,Pink,No,350,87,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights1,9664
holey tights,,Light blue,No,350,87,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights2,9665
holey tights,,Red,No,350,87,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights3,9666
holey tights,,Purple,No,350,87,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights4,9667
holey tights,,Green,No,350,87,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights5,9668
holey tights,,Blue,No,350,87,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights6,9669
holey tights,,Black,No,350,87,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,SocksTexHoletights0,5176
kiddie socks,,Red & light blue,No,600,150,Red,Light blue,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids0,5201
kiddie socks,,Blue & orange,No,600,150,Blue,Orange,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids1,9985
kiddie socks,,Lime & pink,No,600,150,Green,Pink,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids2,9986
kiddie socks,,Yellow & purple,No,600,150,Yellow,Purple,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids3,9987
kiddie socks,,Light blue & red,No,600,150,Light blue,Red,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids4,9988
kiddie socks,,Purple & green,No,600,150,Purple,Green,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids5,9989
kiddie socks,,Pink & yellow,No,600,150,Pink,Yellow,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids6,9990
kiddie socks,,Black & gray,No,600,150,Black,Gray,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexKids7,9991
Labelle socks,,Midnight,No,940,235,Black,Black,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks1,11761
Labelle socks,,Passion,No,940,235,Red,Red,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks2,11762
Labelle socks,,Ocean,No,940,235,Blue,Blue,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks3,11763
Labelle socks,,Sunset,No,940,235,Yellow,Yellow,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks4,11764
Labelle socks,,Love,No,940,235,Pink,Pink,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks5,11765
Labelle socks,,Twilight,No,940,235,Purple,Purple,1x1,Labelle,,1.0.0,Cool,For sale,SocksTexKatesocks0,9883
Labelle tights,,Midnight,No,1240,310,Black,Black,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights1,11756
Labelle tights,,Passion,No,1240,310,Red,Red,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights2,11757
Labelle tights,,Ocean,No,1240,310,Blue,Blue,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights3,11758
Labelle tights,,Sunset,No,1240,310,Orange,Orange,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights4,11759
Labelle tights,,Twilight,No,1240,310,Purple,Purple,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights0,9882
Labelle tights,,Love,No,1240,310,Pink,Pink,1x1,Labelle,,1.0.0,Elegant,For sale,SocksTexKatetights5,11760
lace socks,,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexLace0,5173
lace socks,,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexLace1,8931
lace socks,,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexLace2,8932
lace socks,,Black,No,720,180,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexLace3,8933
lace socks,,Beige,No,720,180,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexLace4,10170
layered socks,,Blue,No,720,180,Gray,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping1,9902
layered socks,,Yellow,No,720,180,Gray,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping2,9903
layered socks,,Green,No,720,180,Gray,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping3,9904
layered socks,,Red,No,720,180,Gray,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping4,9905
layered socks,,Orange,No,720,180,Gray,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping5,9906
layered socks,,Purple,No,720,180,Gray,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SockstTexOverlapping0,5195
leg warmers,,Purple,No,440,110,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer0,5169
leg warmers,,Black,No,440,110,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer1,9785
leg warmers,,Gray,No,440,110,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer2,9786
leg warmers,,Pink,No,440,110,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer3,9787
leg warmers,,Light purple,No,440,110,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer4,9788
leg warmers,,Blue,No,440,110,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexLegwarmer5,9789
mixed-tweed socks,,Avocado,No,800,200,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed1,9063
mixed-tweed socks,,Light blue,No,800,200,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed2,9064
mixed-tweed socks,,Purple,No,800,200,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed3,9065
mixed-tweed socks,,Blue,No,800,200,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed4,9066
mixed-tweed socks,,Red,No,800,200,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed0,5168
mixed-tweed socks,,Orange,No,800,200,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed5,9067
mixed-tweed socks,,Lime,No,800,200,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed6,9068
mixed-tweed socks,,Pink,No,800,200,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexMixtweed7,9069
neon leggings,,Pink,No,540,135,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeonleggings1,9808
neon leggings,,Orange,No,540,135,Orange,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeonleggings2,9809
neon leggings,,Yellow,No,540,135,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeonleggings0,9586
neon leggings,,Green,No,540,135,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeonleggings3,9810
neon leggings,,Purple,No,540,135,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeonleggings4,9811
neon tights,,Pink,No,720,180,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeontights1,9694
neon tights,,Orange,No,720,180,Orange,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeontights2,9695
neon tights,,Green,No,720,180,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeontights3,9696
neon tights,,Purple,No,720,180,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeontights4,9697
