Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
double-bridge glasses,,Silver,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassDoublebridge2,11077
double-bridge glasses,,Blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassDoublebridge3,11078
drinking-straw glasses,,Green,No,560,140,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassmouthStraw0,5773
drinking-straw glasses,,Blue,No,560,140,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassmouthStraw1,11010
drinking-straw glasses,,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassmouthStraw2,11011
drinking-straw glasses,,White,No,560,140,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassmouthStraw3,11012
eye mask,,Blue,No,560,140,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask0,4425
eye mask,,Pink,No,560,140,Pink,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask1,11154
eye mask,,Gray,No,560,140,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask2,11155
eye mask,,Green,No,560,140,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask3,11156
eye mask,,Orange,No,560,140,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask4,11157
eye mask,,Red,No,560,140,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassMask5,11158
eye patch,,Black,No,140,35,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassPatchBlack,4457
facial mask,,White,No,560,140,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,AccessoryGlassmouthPackWhite,4512
fake nose,,Red,No,490,122,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassmouthNoseRed,4496
flower sunglasses,,Red,No,770,192,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassFlower0,5739
flower sunglasses,,Orange,No,770,192,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassFlower1,11228
flower sunglasses,,Blue,No,770,192,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassFlower2,11229
flower sunglasses,,Purple,No,770,192,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassFlower3,11230
flower sunglasses,,Green,No,770,192,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassFlower4,11231
food mess,,Pasta,No,490,122,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryMouthPasta,5857
funny glasses,,Brown,No,1100,275,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassEyes0,4513
funny glasses,,Pink,No,1100,275,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassEyes1,11008
funny glasses,,Blue,No,1100,275,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassEyes2,11009
gas mask,,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthGasmask0,4649
gas mask,,Avocado,No,1100,275,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthGasmask1,11160
glass-bottle glasses,,Black,No,1100,275,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassBottleBlack,4282
goatee,,Black,No,980,245,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryMouthBeardChinBlack,4676
goggles,,Black,No,560,140,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles0,4454
goggles,,Blue,No,560,140,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles1,11484
goggles,,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles2,11485
goggles,,Green,No,560,140,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles3,11486
goggles,,Purple,No,560,140,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles4,11487
goggles,,Red,No,560,140,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,AccessoryGlassGoggles5,11488
handlebar mustache,,Black,No,1120,280,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryMouthBeardBlack,3550
heart shades,,Pink,No,1040,260,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassHeart0,4237
heart shades,,Yellow,No,1040,260,Yellow,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassHeart1,11188
heart shades,,Blue,No,1040,260,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassHeart2,11189
heart shades,,Purple,No,1040,260,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassHeart3,11190
heart shades,,Green,No,1040,260,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryGlassHeart4,11191
HMD,,White,No,2000,500,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassHmdWhite,5182
jester's mask,,Black,No,1760,440,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthPierrot0,4678
jester's mask,,Red,No,1760,440,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthPierrot1,11166
jester's mask,,Green,No,1760,440,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthPierrot2,11167
jester's mask,,Blue,No,1760,440,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassmouthPierrot3,11168
Labelle sunglasses,,Twilight,No,2000,500,Purple,Purple,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate0,9887
Labelle sunglasses,,Midnight,No,2000,500,Black,Black,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate1,11776
Labelle sunglasses,,Passion,No,2000,500,Red,Red,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate2,11777
Labelle sunglasses,,Ocean,No,2000,500,Blue,Blue,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate3,11778
Labelle sunglasses,,Sunset,No,2000,500,Yellow,Yellow,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate4,11779
Labelle sunglasses,,Love,No,2000,500,Pink,Pink,1x1,Labelle,,1.0.0,Gorgeous,For sale,AccessoryGlassKate5,11780
ladder shades,,Red,No,880,220,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind0,4464
ladder shades,,Blue,No,880,220,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind1,11002
ladder shades,,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind2,11003
ladder shades,,Pink,No,880,220,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind3,11004
ladder shades,,Yellow,No,880,220,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind4,11005
ladder shades,,Gold,No,880,220,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassBlind5,11006
leaf,,Green,Yes,NFS,100,Green,Green,1x1,Crafting,,1.0.0,Simple,Not for sale,AccessoryMouthLeafGreen,4682
masquerade mask,,Purple,No,910,227,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian0,4667
masquerade mask,,Black,No,910,227,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian1,11161
masquerade mask,,Blue,No,910,227,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian2,11162
masquerade mask,,Red,No,910,227,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian3,11163
masquerade mask,,Green,No,910,227,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian4,11164
masquerade mask,,Gold,No,910,227,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassVenetian5,11165
monocle,,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassMonocle0,4462
monocle,,Gold,No,1100,275,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassMonocle1,11000
monocle,,Silver,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassMonocle2,11001
night-vision goggles,,Black,No,1560,390,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,AccessoryGlassNightvisionBlack,5261
Nook Inc. eye mask,,Green,No,NFS,2000,Green,White,1x1,Nook Miles Shop,,1.0.0,Simple,Not for sale,AccessoryGlassNook0,9654
nose drip,,Light blue,No,490,122,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryMouthJokeDripCyan,5833
octagonal glasses,,Gray,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassOctagon0,4239
octagonal glasses,,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassOctagon1,11072
octagonal glasses,,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassOctagon2,11073
octagonal glasses,,Gold,No,1100,275,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassOctagon3,11074
octagonal glasses,,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryGlassOctagon4,11075
oval glasses,,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval0,4609
oval glasses,,Orange,No,880,220,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval1,11087
oval glasses,,Blue,No,880,220,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval2,11088
oval glasses,,Purple,No,880,220,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval3,11089
oval glasses,,Magenta,No,880,220,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval4,11090
oval glasses,,Mustard,No,880,220,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval5,11091
oval glasses,,Black,No,880,220,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassOval6,11092
pacifier,,Baby purple,No,560,140,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier0,2298
pacifier,,Baby mint,No,560,140,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier1,11013
pacifier,,Baby yellow,No,560,140,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier2,11014
pacifier,,Baby green,No,560,140,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier3,11015
pacifier,,Baby pink,No,560,140,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier4,11016
pacifier,,Baby gray,No,560,140,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier5,11017
pacifier,,Baby blue,No,560,140,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier6,11018
pacifier,,Baby orange,No,560,140,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,AccessoryMouthPacifier7,11019
pig nose,,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,AccessoryMouthPigPink,4647
pilot shades,,Black,No,1300,325,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,AccessoryGlassPilot0,4459
pilot shades,,Gold,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,AccessoryGlassPilot1,11214
pixel shades,,Red,No,1320,330,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassDot0,4646
pixel shades,,Green,No,1320,330,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassDot1,11223
pixel shades,,Blue,No,1320,330,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassDot2,11224
pixel shades,,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassDot3,11225
pleather mask,,Black,No,770,192,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryMouthLeatherBlack,6040
post-op patch,,White,No,490,122,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,AccessoryGlassEyepatchWhite,4452
privacy mask,,Black,No,560,140,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryMouthCrowBlack,4671
reflector,,Gray,No,560,140,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,AccessoryGlassMirrorGray,6039
retro shades,,Yellow,No,1560,390,White,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro0,4456
retro shades,,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro1,11209
retro shades,,Red,No,1560,390,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro2,11210
retro shades,,Purple,No,1560,390,Pink,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro3,11211
retro shades,,Blue,No,1560,390,Light blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro4,11212
retro shades,,Gray,No,1560,390,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,AccessoryGlassRetro5,11213
rhinestone shades,,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassRhinestone0,4683
rhinestone shades,,Ochre,No,1040,260,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassRhinestone1,11226
rhinestone shades,,Purple,No,1040,260,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,AccessoryGlassRhinestone2,11227
rimmed glasses,,Black,No,630,157,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,AccessoryGlassCircle0,4235
rimmed glasses,,Gold,No,630,157,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,AccessoryGlassCircle1,11184
rimmed glasses,,Gray,No,630,157,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,AccessoryGlassCircle2,11185
rimmed glasses,,Brown,No,630,157,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,AccessoryGlassCircle3,11186
