Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
basketball shorts,,Light blue,No,980,245,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,BottomsTexPantsHalfBasketball6,11312
basketball shorts,,Black,No,980,245,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,BottomsTexPantsHalfBasketball7,11313
bell-bottoms,,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsWideBellbottoms0,4364
bell-bottoms,,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsWideBellbottoms1,9270
bell-bottoms,,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsWideBellbottoms2,9271
bell-bottoms,,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsWideBellbottoms3,9272
bell-bottoms,,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsWideBellbottoms4,9273
belted wraparound skirt,,Yellow,No,1040,260,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongWrap0,4545
belted wraparound skirt,,Red,No,1040,260,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongWrap1,8721
belted wraparound skirt,,Green,No,1040,260,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongWrap2,8722
belted wraparound skirt,,Blue,No,1040,260,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongWrap3,8723
boa shorts,,Purple,No,1200,300,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa0,5419
boa shorts,,Avocado,No,1200,300,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa1,9114
boa shorts,,Beige,No,1200,300,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa2,9115
boa shorts,,Blue,No,1200,300,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa3,9116
boa shorts,,Red,No,1200,300,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa4,9117
boa shorts,,Orange,No,1200,300,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa5,9118
boa shorts,,Peacock blue,No,1200,300,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa6,9119
boa shorts,,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexPantsHalfBoa7,9120
boa skirt,,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa0,5418
boa skirt,,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa1,9107
boa skirt,,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa2,9108
boa skirt,,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa3,9109
boa skirt,,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa4,9110
boa skirt,,Light blue,No,1300,325,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa5,9111
boa skirt,,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa6,9112
boa skirt,,Brown,No,1300,325,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,BottomsTexSkirtBoxBoa7,9113
bomber-style skirt,,Avocado,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtLongMaone0,5722
bomber-style skirt,,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtLongMaone1,11663
bomber-style skirt,,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtLongMaone2,11664
bomber-style skirt,,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtLongMaone3,11665
botanical shorts,,Black,No,700,175,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsHalfBotanical0,5854
botanical shorts,,White,No,700,175,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsHalfBotanical1,9193
box-pleated skirt,,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxBoxpleats0,5703
box-pleated skirt,,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxBoxpleats1,11786
box-pleated skirt,,Red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxBoxpleats2,11787
box-pleated skirt,,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxBoxpleats3,11788
buttoned lace skirt,,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtLongLace0,5421
buttoned lace skirt,,White,No,1200,300,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtLongLace1,8727
buttoned lace skirt,,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtLongLace2,8728
buttoned lace skirt,,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtLongLace3,8729
buttoned lace skirt,,Purple,No,1200,300,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtLongLace4,8730
buttoned wraparound skirt,,Gray,No,1820,455,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor0,5816
buttoned wraparound skirt,,Blue,No,1820,455,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor1,8731
buttoned wraparound skirt,,Orange,No,1820,455,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor2,8732
buttoned wraparound skirt,,Pink,No,1820,455,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor3,8733
buttoned wraparound skirt,,Green,No,1820,455,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor4,8734
buttoned wraparound skirt,,Purple,No,1820,455,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,BottomsTexSkirtLongWrapbicolor5,8735
camo pants,,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage0,3342
camo pants,,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage1,10185
camo pants,,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage2,10186
camo pants,,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage3,10187
camo pants,,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage4,10188
camo pants,,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage5,10189
camo pants,,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexPantsNormalCamouflage6,10190
camo skirt,,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo0,4434
camo skirt,,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo1,11322
camo skirt,,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo2,11323
camo skirt,,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo3,11324
camo skirt,,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo4,11325
camo skirt,,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo5,11326
camo skirt,,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,BottomsTexSkirtBoxCamo6,11327
career skirt,,Gray,No,1560,390,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer0,4504
career skirt,,Beige,No,1560,390,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer1,11347
career skirt,,Peach,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer2,11348
career skirt,,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer3,11349
career skirt,,Pink,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer4,11350
career skirt,,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer5,11351
career skirt,,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer6,11352
career skirt,,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtBoxCareer7,11353
cargo pants,,Avocado,No,770,192,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCargo0,3351
cargo pants,,Beige,No,770,192,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCargo1,9703
cargo pants,,Navy blue,No,770,192,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCargo2,9704
cargo pants,,Mustard,No,770,192,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCargo3,9705
cargo pants,,Brown,No,770,192,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCargo4,9706
cargo shorts,,Beige,No,1080,270,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsHalfCargo0,4150
cargo shorts,,Navy blue,No,1080,270,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsHalfCargo1,8835
cargo shorts,,Avocado,No,1080,270,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsHalfCargo2,8836
cargo shorts,,Camel,No,1080,270,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsHalfCargo3,8837
cargo shorts,,Brown,No,1080,270,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsHalfCargo4,8838
casual pants,,Navy blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy0,4430
casual pants,,Gray,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy1,9714
casual pants,,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy2,9715
casual pants,,Beige,No,1100,275,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy3,9716
casual pants,,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy4,9717
casual pants,,Brown,No,1100,275,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideEasy5,9718
chain pants,,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,BottomsTexPantsNormalChain0,4255
chain pants,,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,BottomsTexPantsNormalChain1,9242
chain pants,,White,No,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,BottomsTexPantsNormalChain2,9243
chain pants,,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,BottomsTexPantsNormalChain3,9244
chino pants,,Beige,No,700,175,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino0,3308
chino pants,,Brown,No,700,175,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino1,4175
chino pants,,Navy blue,No,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino2,4176
chino pants,,Avocado,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino3,4177
chino pants,,Gray,No,700,175,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino4,4178
chino pants,,Red,No,700,175,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino5,9013
chino pants,,Blue,No,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino6,9014
chino pants,,Yellow,No,700,175,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalChino7,9015
colorful skirt,,Red,No,1100,275,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongEnaguas0,5665
colorful skirt,,Blue,No,1100,275,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongEnaguas1,8743
colorful skirt,,Pink,No,1100,275,Pink,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongEnaguas2,8744
colorful skirt,,Green,No,1100,275,Green,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongEnaguas3,8745
colorful skirt,,Orange,No,1100,275,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongEnaguas4,8746
comedian's pants,,Orange,No,2100,525,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian0,5736
comedian's pants,,Blue,No,2100,525,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian1,11372
comedian's pants,,Red,No,2100,525,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian2,11373
comedian's pants,,Yellow,No,2100,525,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian3,11374
comedian's pants,,Green,No,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian4,11375
comedian's pants,,Purple,No,2100,525,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian5,11376
comedian's pants,,Aquamarine,No,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian6,11377
comedian's pants,,White,No,2100,525,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,BottomsTexPantsNormalComedian7,11378
comic shorts,,Black,No,1140,285,Colorful,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,BottomsTexPantsHalfComic0,5411
corduroy pants,,Camel,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy0,4602
corduroy pants,,Brown,No,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy1,9725
corduroy pants,,Pink,No,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy2,9726
corduroy pants,,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy3,9727
corduroy pants,,Light gray,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy4,9728
corduroy pants,,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsWideCorduroy5,9729
corduroy skirt,,Brown,No,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy0,4296
corduroy skirt,,Camel,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy1,11145
corduroy skirt,,Pink,No,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy2,11146
corduroy skirt,,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy3,11147
corduroy skirt,,Light gray,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy4,11148
corduroy skirt,,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexSkirtBoxCorduroy5,11149
corte skirt,,Blue,No,880,220,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongCorte0,5781
corte skirt,,Magenta,No,880,220,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongCorte1,8747
corte skirt,,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,BottomsTexSkirtLongCorte2,8748
cropped pants,,Black,No,920,230,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,BottomsTexPantsNormalCropped0,4408
