Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
ballet slippers,,Black,No,2200,550,Black,Black,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutBallet4,5608
ballet slippers,,White,No,2200,550,Beige,Beige,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutBallet5,5608
ballet slippers,,Yellow,No,2200,550,Yellow,Yellow,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutBallet6,5608
ballet slippers,,Red,No,2200,550,Orange,Orange,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutBallet7,5608
basketball shoes,,Red,No,1500,375,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket0,5638
basketball shoes,,Green,No,1500,375,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket1,5638
basketball shoes,,Beige,No,1500,375,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket2,5638
basketball shoes,,Orange,No,1500,375,Yellow,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket3,5638
basketball shoes,,Blue,No,1500,375,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket4,5638
basketball shoes,,Purple,No,1500,375,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket5,5638
basketball shoes,,Light blue,No,1500,375,Light blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket6,5638
basketball shoes,,Pink,No,1500,375,Pink,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesHighcutBasket7,5638
beaded sandals,,Orange,No,1800,450,Orange,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads0,5478
beaded sandals,,Purple,No,1800,450,Purple,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads1,5478
beaded sandals,,Yellow,No,1800,450,Yellow,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads2,5478
beaded sandals,,Red,No,1800,450,Red,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads3,5478
beaded sandals,,Green,No,1800,450,Green,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads4,5478
beaded sandals,,Beige,No,1800,450,Beige,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Gorgeous,For sale,ShoesSandalBeads5,5478
boots,,Green,No,560,140,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesKneeRubberboots0,5479
boots,,Black,No,560,140,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesKneeRubberboots1,5479
boots,,Blue,No,560,140,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesKneeRubberboots2,5479
boots,,Red,No,560,140,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesKneeRubberboots3,5479
boots,,Olive,No,560,140,Yellow,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesKneeRubberboots4,5479
business shoes,,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutBusiness0,4730
business shoes,,Brown,No,1300,325,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutBusiness1,4730
cleats,,Blue,No,1200,300,Blue,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike0,5654
cleats,,Light blue,No,1200,300,Light blue,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike1,5654
cleats,,Red,No,1200,300,Red,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike2,5654
cleats,,Yellow,No,1200,300,Yellow,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike3,5654
cleats,,Black,No,1200,300,Black,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike4,5654
cleats,,Orange,No,1200,300,Orange,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike5,5654
cleats,,Green,No,1200,300,Green,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike6,5654
cleats,,Purple,No,1200,300,Purple,Gray,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutSpike7,5654
comfy sandals,,Brown,No,1040,260,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort0,5619
comfy sandals,,White,No,1040,260,White,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort1,5619
comfy sandals,,Green,No,1040,260,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort2,5619
comfy sandals,,Blue,No,1040,260,Blue,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort3,5619
comfy sandals,,Red,No,1040,260,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort4,5619
comfy sandals,,Orange,No,1040,260,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort5,5619
comfy sandals,,Yellow,No,1040,260,Yellow,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort6,5619
comfy sandals,,Purple,No,1040,260,Purple,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalComfort7,5619
cowboy boots,,Brown,No,2380,595,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesKneeWestern0,5643
cowboy boots,,Black,No,2380,595,Black,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesKneeWestern1,5643
cowboy boots,,Ivory,No,2380,595,White,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesKneeWestern2,5643
cowboy boots,,Pink,No,2380,595,Pink,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesKneeWestern3,5643
cowboy boots,,Blue,No,2380,595,Light blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesKneeWestern4,5643
cross-belt sandals,,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt0,4725
cross-belt sandals,,Pink,No,1040,260,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt1,4725
cross-belt sandals,,Gray,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt2,4725
cross-belt sandals,,Brown,No,1040,260,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt3,4725
cross-belt sandals,,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt4,4725
cross-belt sandals,,Purple,No,1040,260,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,ShoesSandalCrossbelt5,4725
cute sneakers,,Light blue,No,1260,315,Light blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute0,5803
cute sneakers,,Green,No,1260,315,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute1,5803
cute sneakers,,Pink,No,1260,315,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute2,5803
cute sneakers,,Yellow,No,1260,315,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute3,5803
cute sneakers,,Purple,No,1260,315,Purple,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute4,5803
cute sneakers,,Blue,No,1260,315,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutCute5,5803
DAL slippers,,Blue,No,4040,1010,Blue,Blue,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,Simple,Not for sale,AccessoryGlassSlippers0,12130
earth-egg shoes,,None,Yes,NFS,800,Red,Yellow,1x1,Crafting,Obtained after collecting Earth Eggs during Bunny Day Event,1.1.0a,Active,Not for sale,ShoesLowcutEggground0,12455
embroidered shoes,,Red,No,2100,525,Red,Pink,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutEmbroidery0,9847
embroidered shoes,,White,No,2100,525,White,Pink,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutEmbroidery1,9847
embroidered shoes,,Black,No,2100,525,Black,Pink,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutEmbroidery2,9847
embroidered shoes,,Blue,No,2100,525,Light blue,Pink,1x1,Kicks,,1.0.0,Elegant,For sale,ShoesLowcutEmbroidery3,9847
faux-fur ankle booties,,Olive,No,1450,362,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesHighcutFurboots0,5476
faux-fur ankle booties,,Beige,No,1450,362,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesHighcutFurboots1,5476
faux-fur ankle booties,,Ruby red,No,1450,362,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesHighcutFurboots2,5476
faux-fur ankle booties,,Navy blue,No,1450,362,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesHighcutFurboots3,5476
faux-shearling boots,,Beige,No,1600,400,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutMouton0,4721
faux-shearling boots,,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutMouton1,4721
faux-shearling boots,,Green,No,1600,400,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutMouton2,4721
faux-shearling boots,,Black,No,1600,400,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutMouton3,4721
faux-shearling boots,,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,ShoesHighcutMouton4,4721
faux-suede sneakers,,Green,No,1080,270,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede0,6893
faux-suede sneakers,,Navy blue,No,1080,270,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede1,6893
faux-suede sneakers,,Beige,No,1080,270,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede2,6893
faux-suede sneakers,,Orange,No,1080,270,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede3,6893
faux-suede sneakers,,Pink,No,1080,270,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede4,6893
faux-suede sneakers,,Light blue,No,1080,270,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede5,6893
faux-suede sneakers,,Purple,No,1080,270,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede6,6893
faux-suede sneakers,,Berry red,No,1080,270,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesLowcutSuede7,6893
flip-flops,,Blue,No,350,87,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder0,5470
flip-flops,,Green,No,350,87,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder1,5470
flip-flops,,Yellow,No,350,87,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder2,5470
flip-flops,,White,No,350,87,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder3,5470
flip-flops,,Orange,No,350,87,Orange,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder4,5470
flip-flops,,Light blue,No,350,87,Light blue,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder5,5470
flip-flops,,Pink,No,350,87,Pink,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder6,5470
flip-flops,,Red,No,350,87,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,ShoesSandalBeachborder7,5470
flower sandals,,Yellow,No,1200,300,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower0,5475
flower sandals,,Pink,No,1200,300,Red,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower1,5475
flower sandals,,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower2,5475
flower sandals,,Purple,No,1200,300,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower3,5475
flower sandals,,Blue,No,1200,300,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower4,5475
flower sandals,,Black,No,1200,300,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower5,5475
flower sandals,,White,No,1200,300,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,ShoesSandalFlower6,5475
ghillie brogues,,Brown,No,2340,585,Brown,Brown,1x1,Kicks,,1.0.0,Gorgeous,For sale,ShoesLowcutBrogues0,6042
ghillie brogues,,Black,No,2340,585,Black,Black,1x1,Kicks,,1.0.0,Gorgeous,For sale,ShoesLowcutBrogues1,6042
ghillie brogues,,White,No,2340,585,White,White,1x1,Kicks,,1.0.0,Gorgeous,For sale,ShoesLowcutBrogues2,6042
gladiator sandals,,Brown,No,1800,450,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesSandalGladiator0,5620
gladiator sandals,,Black,No,1800,450,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesSandalGladiator1,5620
gladiator sandals,,Red,No,1800,450,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,ShoesSandalGladiator2,5620
gold-armor shoes,,Gold,Yes,NFS,40000,Yellow,Yellow,1x1,Crafting,,1.0.0,Gorgeous,Not for sale,ShoesKneeKnightGold,5524
hi-tech sneakers,,Orange,No,1260,315,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesHighcutHightech0,5659
hi-tech sneakers,,Pink,No,1260,315,Pink,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesHighcutHightech1,5659
hi-tech sneakers,,Green,No,1260,315,Green,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesHighcutHightech2,5659
hi-tech sneakers,,Light blue,No,1260,315,Light blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesHighcutHightech3,5659
hi-tech sneakers,,Blue,No,1260,315,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesHighcutHightech4,5659
high-tops,,Gray,No,1080,270,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker0,2572
high-tops,,Brown,No,1080,270,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker1,2572
high-tops,,Green,No,1080,270,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker2,2572
high-tops,,Blue,No,1080,270,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker3,2572
high-tops,,Purple,No,1080,270,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker4,2572
high-tops,,Red,No,1080,270,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker5,2572
high-tops,,Yellow,No,1080,270,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker6,2572
high-tops,,White,No,1080,270,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,ShoesHighcutSneaker7,2572
house slippers,,Gray,No,490,122,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder0,5564
house slippers,,Navy blue,No,490,122,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder1,5564
house slippers,,Pink,No,490,122,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder2,5564
house slippers,,Yellow,No,490,122,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder3,5564
house slippers,,Green,No,490,122,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder4,5564
house slippers,,Blue,No,490,122,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder5,5564
house slippers,,Red,No,490,122,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder6,5564
house slippers,,Beige,No,490,122,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,ShoesSandalRoomborder7,5564
jester's shoes,,Purple,No,1900,475,Purple,Red,1x1,Kicks,,1.0.0,Active,For sale,ShoesKneeClown0,5639
jester's shoes,,Black,No,1900,475,Black,Red,1x1,Kicks,,1.0.0,Active,For sale,ShoesKneeClown1,5639
jester's shoes,,Red,No,1900,475,Red,Blue,1x1,Kicks,,1.0.0,Active,For sale,ShoesKneeClown2,5639
jester's shoes,,Green,No,1900,475,Green,Yellow,1x1,Kicks,,1.0.0,Active,For sale,ShoesKneeClown3,5639
kiddie sneakers,,Red,No,700,175,Red,Yellow,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports0,5761
kiddie sneakers,,Blue,No,700,175,Blue,Red,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports1,5761
kiddie sneakers,,Green,No,700,175,Green,Blue,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports2,5761
kiddie sneakers,,Purple,No,700,175,Purple,Orange,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports3,5761
kiddie sneakers,,Silver,No,700,175,Gray,Blue,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports4,5761
kiddie sneakers,,Black,No,700,175,Black,Red,1x1,Kicks,,1.0.0,Active,For sale,ShoesHighcutSports5,5761
kimono sandals,,Black,No,1600,400,Black,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta0,3704
kimono sandals,,Red,No,1600,400,Red,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta1,3704
kimono sandals,,Pink,No,1600,400,Pink,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta2,3704
kimono sandals,,Dark blue,No,1600,400,Blue,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta3,3704
kimono sandals,,Gray,No,1600,400,Gray,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta4,3704
kimono sandals,,Purple,No,1600,400,Purple,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta5,3704
kimono sandals,,Yellow,No,1600,400,Yellow,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta6,3704
kimono sandals,,Green,No,1600,400,Green,Beige,1x1,Kicks,,1.0.0,Simple,For sale,ShoesSandalGeta7,3704
kung-fu shoes,,Black,No,1260,315,Black,White,1x1,Kicks,,1.0.0,Active,For sale,ShoesLowcutKungfu0,9846
Labelle pumps,,Twilight,No,3500,875,Purple,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel0,9884
Labelle pumps,,Midnight,No,3500,875,Black,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel1,9884
Labelle pumps,,Passion,No,3500,875,Red,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel2,9884
Labelle pumps,,Ocean,No,3500,875,Blue,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel3,9884
Labelle pumps,,Sunset,No,3500,875,Yellow,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel4,9884
Labelle pumps,,Love,No,3500,875,Pink,Gray,1x1,Labelle,,1.0.0,Elegant,For sale,ShoesLowcutKateheel5,9884
Labelle sneakers,,Twilight,No,3300,825,Purple,Black,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker0,9885
Labelle sneakers,,Midnight,No,3300,825,Black,White,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker1,9885
Labelle sneakers,,Passion,No,3300,825,Red,Black,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker2,9885
Labelle sneakers,,Ocean,No,3300,825,Blue,Black,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker3,9885
Labelle sneakers,,Sunset,No,3300,825,Yellow,Black,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker4,9885
Labelle sneakers,,Love,No,3300,825,Pink,Black,1x1,Labelle,,1.0.0,Cool,For sale,ShoesHighcutKatesneaker5,9885
lace-up boots,,Black,No,1920,480,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesKneeLaceup0,5667
lace-up boots,,White,No,1920,480,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesKneeLaceup1,5667
lace-up boots,,Brown,No,1920,480,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesKneeLaceup2,5667
lace-up boots,,Red,No,1920,480,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,ShoesKneeLaceup3,5667
