Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
bun wig,,White,No,1440,360,White,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun3,11890
bun wig,,Purple,No,1440,360,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun4,11891
bun wig,,Green,No,1440,360,Green,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun5,11892
bun wig,,Orange,No,1440,360,Orange,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun6,11893
bun wig,,Blue,No,1440,360,Blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun1,11888
bun wig,,Mustard,No,1440,360,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapWigDoublebun2,11889
Bunny Day crown,,NA,Yes,NFS,2400,Colorful,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,Elegant,Not for sale,CapOrnamentCEgg0,12445
bunny ears,,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapOrnamentFBunny1,11902
bunny ears,,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapOrnamentFBunny2,11903
bunny ears,,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapOrnamentFBunny3,11904
bunny ears,,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapOrnamentFBunny0,7209
bunny hood,,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsRabbit1,11700
bunny hood,,White,No,1120,280,White,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsRabbit2,11701
bunny hood,,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsRabbit0,5325
captain's hat,,White,No,1680,420,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,CapHatCaptainWhite,5332
cat cap,,Brown,No,980,245,Brown,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCat1,11702
cat cap,,White,No,980,245,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCat2,11703
cat cap,,Navy blue,No,980,245,Blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCat0,5326
catcher's mask,,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapFullfaceCatcher1,11600
catcher's mask,,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapFullfaceCatcher2,11601
catcher's mask,,Orange,No,1560,390,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapFullfaceCatcher3,11602
catcher's mask,,Yellow,No,1560,390,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapFullfaceCatcher4,11603
catcher's mask,,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapFullfaceCatcher0,6050
cavalier hat,,Red,No,1600,400,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatCavalier1,11807
cavalier hat,,Green,No,1600,400,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatCavalier2,11808
cavalier hat,,Blue,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatCavalier0,5663
chef's hat,,White,No,840,210,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapHatCockWhite,5140
cherry hat,,Red,Yes,NFS,1000,Red,Green,1x1,Crafting,,1.0.0,Cute,Not for sale,CapHatCherry0,9873
chic mum crown,,Colorful,Yes,NFS,960,Pink,Purple,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentMum2,5118
chic rose crown,,Purple,Yes,NFS,2880,Purple,Black,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentRose3,5113
chic tulip crown,,Colorful,Yes,NFS,1440,Purple,Pink,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentTulip2,5103
coin headpiece,,Gold,No,NFS,1350,Yellow,Colorful,1x1,Gulliver,,1.0.0,Gorgeous,Not for sale,CapHelmetCoinGold,6091
colorful striped knit cap,,Blue,No,880,220,Blue,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful1,10957
colorful striped knit cap,,Green,No,880,220,Green,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful2,10958
colorful striped knit cap,,Yellow,No,880,220,Yellow,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful3,10959
colorful striped knit cap,,Red,No,880,220,Red,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful0,5409
colorful striped knit cap,,Purple,No,880,220,Purple,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful4,10960
colorful striped knit cap,,Light blue,No,880,220,Light blue,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,CapHatColorful5,10961
combat helmet,,Avocado,No,1120,280,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCombat0,5316
combat helmet,,Brown,No,1120,280,Black,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCombat1,10226
composer's wig,,Hair Color,No,1680,420,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHelmetMusicBlack,5696
cool hyacinth crown,,Blue,Yes,NFS,1280,Blue,Orange,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentHyacinth2,5097
cool pansy crown,,Colorful,Yes,NFS,960,Red,Blue,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentPansy2,5106
cool windflower crown,,Colorful,Yes,NFS,960,Pink,Blue,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentAnemone2,5100
cosmos crown,,Colorful,Yes,NFS,480,Colorful,Colorful,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentCosmos1,5108
crown,,Gold,No,1000000,250000,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,CapOrnamentAQueen0,8000
cute lily crown,,Colorful,Yes,NFS,800,Pink,Orange,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentYuri2,5115
cute rose crown,,Colorful,Yes,NFS,960,Pink,Orange,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentRose2,5112
cycling cap,,Blue,No,1100,275,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle0,5257
cycling cap,,Yellow & avocado,No,1100,275,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle3,11670
cycling cap,,Red & green,No,1100,275,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle4,11671
cycling cap,,Red,No,1100,275,Red,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle5,11672
cycling cap,,Lime & purple,No,1100,275,Purple,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle6,11673
cycling cap,,Blue & purple,No,1100,275,Pink,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle7,11674
cycling cap,,Black & blue,No,1100,275,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle1,11668
cycling cap,,Black & red,No,1100,275,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,CapHatCycle2,11669
DAL cap,,Blue,No,NFS,1010,Blue,Yellow,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,Simple,Not for sale,CapHatDal0,12132
dandy hat,,Blue,No,1100,275,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette1,11531
dandy hat,,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette2,11532
dandy hat,,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette3,11533
dandy hat,,Gray,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette4,11534
dandy hat,,White,No,1100,275,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette5,11535
dandy hat,,Camel,No,1100,275,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,CapHatCasquette0,5333
dark cosmos crown,,Dark red,Yes,NFS,3360,Red,Red,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentCosmos3,5110
dark lily crown,,Dark red,Yes,NFS,960,Red,Black,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentYuri3,5116
dark tulip crown,,Dark red,Yes,NFS,800,Red,Black,1x1,Crafting,,1.0.0,Cute,Not for sale,CapOrnamentTulip3,5104
denim cap,,Blue,No,770,192,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatDenim0,5256
denim cap,,Light blue,No,770,192,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatDenim1,11520
denim cap,,Black,No,770,192,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatDenim2,11521
denim cap,,White,No,770,192,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatDenim3,11522
detective hat,,Brown,No,2100,525,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatDetective0,5371
detective hat,,Gray,No,2100,525,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatDetective1,11819
detective hat,,Beige,No,2100,525,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatDetective2,11820
DJ cap,,Blue,No,770,192,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapBangsHeadphone0,5682
DJ cap,,Pink,No,770,192,Pink,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapBangsHeadphone1,11536
DJ cap,,Orange,No,770,192,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapBangsHeadphone2,11537
DJ cap,,Black,No,770,192,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapBangsHeadphone3,11538
do-rag,,Blue,No,560,140,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle1,10744
do-rag,,Red,No,560,140,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle2,10745
do-rag,,Pink,No,560,140,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle3,10746
do-rag,,Black,No,560,140,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle4,10747
do-rag,,Purple,No,560,140,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle5,10748
do-rag,,Green,No,560,140,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle6,10749
do-rag,,Yellow,No,560,140,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle0,5145
do-rag,,Beige,No,560,140,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,CapHatTriangle7,10750
dotted shower cap,,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapHatShowercap0,5298
dotted shower cap,,Blue,No,560,140,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapHatShowercap1,10825
earth-egg shell,,None,Yes,NFS,800,Red,Yellow,1x1,Crafting,Obtained after collecting Earth Eggs during Bunny Day Event,1.1.0a,Active,Not for sale,CapHatEggground0,12439
egg party hat,,None,Yes,NFS,4800,Colorful,Colorful,1x1,Crafting,"Obtained after collecting all egg outfits (shell, dress, and shoe)",1.1.0a,Gorgeous,Not for sale,CapHatEggparty0,12446
eggshell,,White,No,560,140,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,CapHatEggWhite,5642
elder mask,,White,No,NFS,1500,Beige,Black,1x1,Gulliver,,1.0.0,Elegant,Not for sale,CapMaskOkinaWhite,6035
elegant hat,,Purple,No,2100,525,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatElegant0,5351
elegant hat,,White,No,2100,525,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatElegant3,10890
elegant hat,,Black,No,2100,525,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatElegant4,10891
elegant hat,,Green,No,2100,525,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatElegant1,10888
elegant hat,,Red,No,2100,525,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,CapHatElegant2,10889
explorer's hat,,Beige,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,CapHatExpedition2,11810
explorer's hat,,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,CapHatExpedition3,11811
explorer's hat,,Avocado,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,CapHatExpedition1,11809
explorer's hat,,Camel,No,1040,260,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,CapHatExpedition0,5136
fairy-tale hood,,Pink,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl1,11836
fairy-tale hood,,Yellow,No,1560,390,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl2,11837
fairy-tale hood,,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl3,11838
fairy-tale hood,,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl4,11839
fairy-tale hood,,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl0,5323
fairy-tale hood,,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl5,11840
fairy-tale hood,,Light green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl6,11841
fairy-tale hood,,Orange,No,1560,390,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,CapBangsCowl7,11842
